MSSV,Ho,Ten,Diem
19306293,Rivalee,Karna,1.6
19306294,Brena,Federica,1.8
19306295,Dorthy,Hartnett,2
19306296,Annaliese,Joni,8.6
19306297,Di,Halsey,8.5
19306298,Daune,Bryna,6.4
19306299,Malina,Alwin,1.7
19306300,Angela,Bryna,4.1
19306301,Carmela,Barrus,3.4
19306302,Fawne,Vale,7.7
19306303,Alex,Bibi,1.5
19306304,Farrah,Ellord,7
19306305,Viviene,Boycey,6.9
19306306,Marsiella,Armanda,9.6
19306307,Merci,Han,6.5
19306308,Esmeralda,Ashok,6.9
19306309,Daune,Dituri,7.2
19306310,Gale,Sherfield,5.1
19306311,Deirdre,Wooster,1.7
19306312,Livvyy,Mich,2.4
19306313,Aili,Hartnett,4.3
19306314,Corina,Beniamino,2.9
19306315,Katharina,Gaspard,8.2
19306316,Darci,Trace,2.5
19306317,Berta,Lenny,7.4
19306318,Ingrid,Giule,1.1
19306319,Bernardine,Palocz,3.1
19306320,Michaelina,Velick,8.1
19306321,Max,Manolo,3.1
19306322,Phylis,Hanshaw,6.2
19306323,Adelle,Malvino,3
19306324,Anthia,Boehike,7.3
19306325,Leona,Tamsky,6
19306326,Dotty,Harriman,5.2
19306327,Allis,Junie,3.5
19306328,Zia,Pond,5
19306329,Rayna,Chandler,1
19306330,Patricia,Hepsibah,10
19306331,Kimberley,Seligman,9.1
19306332,Tani,Pozzy,9.6
19306333,Sidoney,My,8.4
19306334,Randa,Bow,3.4
19306335,Jolyn,Holtz,5.4
19306336,Nerta,Kristi,4.7
19306337,Cherrita,Sinegold,9.2
19306338,Rani,Solitta,3.7
19306339,Moyna,Burnside,5.9
19306340,Babita,Rurik,3.6
19306341,Misha,Whiffen,1.2
19306342,Wendi,Anderea,3.9
19306343,Dede,Alabaster,6.7
19306344,Lindie,Telfer,5
19306345,Atlanta,Zola,6.6
19306346,Mady,Infield,8.3
19306347,Ericka,Garlinda,5.6
19306348,Fawne,Elisha,8.6
19306349,Rebeca,Astra,8.1
19306350,Merci,Anderea,9.1
19306351,Myriam,Zeeba,1.7
19306352,Queenie,Kunin,6.6
19306353,Daune,Quent,6.5
19306354,Ekaterina,Liva,2.4
19306355,Aurore,Liva,5.4
19306356,Feliza,Trinetta,9.3
19306357,Dania,Yorick,1.5
19306358,Goldie,Newell,2.2
19306359,Thalia,Markman,4.6
19306360,Sharlene,Chandler,5
19306361,Leia,Carmena,5
19306362,Stephanie,Albertine,7.9
19306363,Tilly,Vastah,8.4
19306364,Phedra,Gregrory,5.4
19306365,Roseline,Sheedy,6.2
19306366,Cassandra,Smitt,6.7
19306367,Gabriellia,Phyllis,9.5
19306368,Ricky,Sawtelle,10
19306369,Delilah,Maisey,1.3
19306370,Flo,Giff,7.4
19306371,Ellette,Henebry,5.5
19306372,Ulrike,Tound,4.8
19306373,Florencia,Stover,4.9
19306374,Hettie,Sammons,1.8
19306375,Kassey,Libna,6.7
19306376,Binny,Ranjiv,3.5
19306377,Anestassia,Tarrant,4.5
19306378,Valeda,Uund,8.3
19306379,Sallie,Bow,3.4
19306380,Wileen,Anyah,3.1
19306381,Randa,Allare,4
19306382,Lolita,Ries,9.9
19306383,Eadie,Blisse,4.1
19306384,Alameda,Mandler,3
19306385,Vivia,Rogerio,8.6
19306386,Di,Jobi,3.5
19306387,Jany,Oscar,3.6
19306388,Frieda,Mendez,5.7
19306389,Nollie,Suzetta,7.8
19306390,Chastity,Kazimir,6.9
19306391,Clarice,Lail,3
19306392,Edee,Kronfeld,5.8
19306393,Sara-Ann,Stanwood,5.1
19306394,Britte,Teddman,9.1
19306395,Gabi,Abbot,9.1
19306396,Talya,Devlen,2.4
19306397,Mellicent,Dom,9.3
19306398,Ottilie,Rese,7.9
19306399,Kayla,Bevin,4
19306400,Bobinette,Dermott,8.7
19306401,Kimberley,Melony,9.2
19306402,Livvyy,Delila,9.7
19306403,Phylis,Noam,1.9
19306404,Orelia,Dimitris,9.9
19306405,Sibella,Krystle,9.1
19306406,Adelle,Yusuk,5.2
19306407,Fidelia,Marcellus,7
19306408,Karlee,Germann,9.7
19306409,Meriel,Blake,9.7
19306410,Claudina,Zeeba,5
19306411,Latisha,Gaal,2.5
19306412,Kore,Eiser,9.3
19306413,Dominga,Mintz,5.8
19306414,Edith,Harriman,2.8
19306415,Tomasina,Hoban,7.6
19306416,Mary,Sothena,6.6
19306417,Roxane,Aprile,6.4
19306418,Stevana,Teryn,2.3
19306419,Evaleen,Konyn,5
19306420,Mary,Ledah,8.2
19306421,Eve,Revkah,9.5
19306422,Marleah,Bergman,4
19306423,Tonia,Whittaker,2.5
19306424,Heida,Hutchison,5.4
19306425,Frieda,Schalles,6.5
19306426,Heida,Weaks,7.2
19306427,Zaria,Ball,6.8
19306428,Ebonee,Willie,3.2
19306429,Annora,Kiersten,6.5
19306430,Cassondra,Ardeha,8.2
19306431,Sadie,Dreda,6.8
19306432,Asia,Milson,6.8
19306433,Benita,Wattenberg,6.8
19306434,Sybille,Fairweather,7
19306435,Daphne,Land,1.9
19306436,Susette,Goddard,2.2
19306437,Lanna,Colbert,7.9
19306438,Myrtice,Harday,9.2
19306439,Robinia,Karl,1
19306440,Kimmy,Myrilla,9.1
19306441,Audrie,Auberbach,9
19306442,Kelly,Adlare,4.4
19306443,Sheelagh,Corilla,4.6
19306444,Orelia,Eben,6.9
19306445,Janey,Fiann,9.1
19306446,Noelle,McCutcheon,10
19306447,Nonnah,Xerxes,6
19306448,Kimmy,Gamaliel,7.7
19306449,Lynde,Sholley,8.3
19306450,Monika,Berne,5.9
19306451,Leanna,Isacco,2.6
19306452,Lisette,Francene,9.9
19306453,Joelly,Emerson,6.1
19306454,Celene,Penelopa,6.8
19306455,Karena,Franza,3.2
19306456,Caritta,Vale,6.2
19306457,Jorry,Jalbert,7.3
19306458,Andeee,Corilla,2.2
19306459,Hettie,Arquit,7
19306460,Nerta,Heisel,9.1
19306461,Jan,Taam,11
19306462,Dari,Stevy,1.5
19306463,Genovera,Marisa,2.8
19306464,Dorothy,Borrell,3.9
19306465,Gavrielle,Raffo,9.5
19306466,Cordi,Jess,8.2
19306467,Gui,Fillbert,5.8
19306468,Rosene,Hull,1.6
19306469,Sybille,Nahum,8.6
19306470,Augustine,Marisa,2.2
19306471,Dione,Hermes,4.2
19306472,Aubrie,Esmaria,3.6
19306473,Therine,Jefferey,2.4
19306474,Amii,Thilda,1.5
19306475,Diena,Thema,5.1
19306476,Yetty,Terencio,7.1
19306477,Cyndie,Dosia,7
19306478,Claresta,Daegal,9.7
19306479,Mariele,Middleton,3.4
19306480,Constance,Verger,8.4
19306481,Cindelyn,Elvyn,2.1
19306482,Corly,Lory,1.1
19306483,Dione,Frendel,6.1
19306484,Cherilyn,Primalia,4
19306485,Mariann,Imelida,2.1
19306486,Kristina,Goerke,3.3
19306487,Bee,Bartlett,9
19306488,Dorothy,Wilona,6.3
19306489,Esmeralda,Hieronymus,3.1
19306490,Orsola,Leler,1.5
19306491,Allyce,Smitt,3.2
19306492,Petronia,Poppy,9.6
19306493,Malina,Tacye,2.8
19306494,Susan,Ellerey,7.6
19306495,Lynnea,Nisbet,6.2
19306496,Alia,Bonucci,9.1
19306497,Debee,Parsaye,6
19306498,Yolane,Gino,7
19306499,Mallory,Rad,8.6
19306500,Fayre,Cullin,7.1
19306501,Kirbee,Kendrick,3.5
19306502,Albertina,Louanna,1.2
19306503,Orsola,Bronk,9.5
19306504,Brena,Rillings,1.9
19306505,Sadie,Lauraine,3.6
19306506,Catrina,Ochs,8
19306507,Jemie,Libna,6.1
19306508,Dulcinea,Ranjiv,4.2
19306509,Lelah,Valoniah,1.3
19306510,Oralee,Skell,7.3
19306511,Leia,Denis,1.1
19306512,Elbertina,Lymann,9.5
19306513,Louella,Adamsen,1.4
19306514,Sue,Juan,11
19306515,Dorice,Lane,4.6
19306516,Oralee,Aida,9.6
19306517,Drucie,Chobot,9.4
19306518,Dania,Solitta,7.5
19306519,Barbara,Salvidor,1.4
19306520,Petronia,Giff,2.7
19306521,Mireielle,Konyn,9.5
19306522,Chickie,Bonilla,3.4
19306523,Emma,Tremayne,5.7
19306524,Quintina,Harl,9.3
19306525,Janey,Kat,9.6
19306526,Frances,Lattie,4.2
19306527,Jinny,Kussell,6
19306528,Ashlee,Katrine,9.2
19306529,Rozele,Zeeba,3.7
19306530,Pamella,Flita,5.8
19306531,Bill,Rona,9.2
19306532,Kassey,Kaete,9.2
19306533,Maridel,Gamaliel,5.6
19306534,Sheree,Vivle,7.8
19306535,Meriel,Burch,4.9
19306536,Ivett,Koziara,4.8
19306537,Renae,Natalia,1.3
19306538,Lulita,Saree,1.4
19306539,Daphne,Hanleigh,1.4
19306540,Aeriela,Eckblad,8
19306541,Sheelagh,Johnsson,3.2
19306542,Britni,Tice,7.8
19306543,Beth,Gherardo,8.4
19306544,Nikki,Autrey,7.5
19306545,Kore,Wyn,2
19306546,Merci,Tomasina,9.6
19306547,Orelia,Kronfeld,2.3
19306548,Gisela,Rebecka,7.6
19306549,Stephanie,Saree,1.3
19306550,Alyda,Bach,3.7
19306551,Carmencita,Grayce,2.4
19306552,Helena,Hartnett,1.8
19306553,Bobbi,Dash,3.5
19306554,Candi,Latini,9.6
19306555,Myriam,Trey,7.1
19306556,Cherrita,Trey,8.8
19306557,Rosanne,Nadia,3.5
19306558,Caressa,Merat,2.4
19306559,Kial,Voletta,8.3
19306560,Kristina,Norrie,9.7
19306561,Celisse,Ingra,3.1
19306562,Sara-Ann,Rocray,8.4
19306563,Karlee,Podvin,1.2
19306564,Caryl,Erb,6
19306565,Joceline,Hartnett,6.4
19306566,Brandise,Ciro,6.9
19306567,Ekaterina,Kaja,6.7
19306568,Annaliese,Helfand,9.7
19306569,Nita,Bach,9.5
19306570,Mignon,Shama,4.3
19306571,Rebeca,Shanley,2.9
19306572,Loree,Lewes,9.9
19306573,Deane,Oster,9.9
19306574,Elora,Ivens,9.4
19306575,Philis,Burch,5
19306576,Jessy,Sherrie,6.4
19306577,Modestia,Teddman,7.2
19306578,Belinda,Geffner,8.9
19306579,Abbie,Jammal,1.7
19306580,Alie,Sekofski,2
19306581,Codie,Garbe,11
19306582,Merci,Imelida,7.9
19306583,Delilah,Gombach,9.9
19306584,Kara-Lynn,Ludewig,9.4
19306585,Sidoney,Suzetta,9.6
19306586,Nananne,Khorma,7.2
19306587,Dolli,Gower,9.4
19306588,Teriann,Merriott,1.1
19306589,Juliane,Cohdwell,3.1
19306590,Wileen,Sherrie,10
19306591,Trixi,Edee,9.9
19306592,Brena,Ingra,4.6
19306593,Gerrie,Celestine,3.4
19306594,Cassondra,Bashemeth,1.9
19306595,Dede,Maurine,9.4
19306596,Alisha,Horan,1.5
19306597,Ann-Marie,Ciro,7.5
19306598,Peri,Zenas,4.7
19306599,Feliza,Cohdwell,8.4
19306600,Lory,Konyn,1.7
19306601,Agathe,Hurley,6.6
19306602,Paola,Adamsen,1.9
19306603,Aurelie,Trace,6.5
19306604,Esmeralda,Bahr,6.1
19306605,Gerianna,Santoro,6.3
19306606,Elka,Urias,6.6
19306607,Fidelia,Ashok,9.6
19306608,Constance,Amethist,9.6
19306609,Collen,Holtz,5.5
19306610,Almeta,Girardo,3.2
19306611,Gloria,Franza,2.1
19306612,Joeann,Marsden,5.3
19306613,Dacia,Etom,9.5
19306614,Zaria,Sheedy,5.2
19306615,Gwenneth,Teryn,2.1
19306616,Ricky,Carey,7.8
19306617,Mady,Sawtelle,9.9
19306618,Danny,Candy,2
19306619,Maurene,Harned,9.6
19306620,Fanny,Engdahl,6.1
19306621,Andeee,Camden,9.2
19306622,Nyssa,Wandie,10
19306623,Lusa,Libna,2.9
19306624,Janey,Faso,1.4
19306625,Wileen,Andrel,2
19306626,Doralynne,Dorcy,9.3
19306627,Alexine,Destinee,4.8
19306628,Cindelyn,Cleavland,3
19306629,Pollyanna,Goldina,9.7
19306630,Lonnie,Brian,7.1
19306631,Maisey,Sasnett,7
19306632,Nonnah,Reneta,6.7
19306633,Therine,Minetta,9.1
19306634,Cindelyn,Fancie,1.9
19306635,Gavrielle,Ethban,7.8
19306636,Maye,Kristi,8.4
19306637,Frank,Dom,4.4
19306638,Drucie,Orpah,9
19306639,Imojean,Girardo,9.1
19306640,Reeba,Eno,6.2
19306641,Lily,Constancy,8.8
19306642,Robinia,Ajay,3.1
19306643,Keelia,Grobe,9.1
19306644,Lelah,Ochs,7.9
19306645,Carree,Marcellus,7.8
19306646,Courtnay,Hoban,1.8
19306647,Alisha,Giule,9.9
19306648,Nonnah,Abbot,7.7
19306649,Correy,Goth,9.6
19306650,Sheree,Martsen,2.7
19306651,Lynnea,Nore,6.9
19306652,Madeleine,Jerold,6.6
19306653,Clary,Wind,9.3
19306654,Flo,Riva,9.3
19306655,Coral,Primalia,3.7
19306656,Dede,Arley,2.2
19306657,Frieda,Paton,9.5
19306658,Catharine,Etom,7.3
19306659,Almeta,Schenck,2.5
19306660,Jennica,Uird,9.2
19306661,Minne,Ferino,9.9
19306662,Helsa,Aldric,7
19306663,Clo,Wenoa,8
19306664,Anestassia,Ezar,8.7
19306665,Marika,Concha,4.7
19306666,Hettie,Candy,4.1
19306667,Zondra,Aldric,4.9
19306668,Gerianna,Thar,5.2
19306669,Elora,Dermott,6.5
19306670,Maud,Vernier,9.6
19306671,Celene,Stelle,8
19306672,Jessamyn,Garek,4
19306673,Sallie,Han,5.9
19306674,Elena,Quinn,5.4
19306675,Starla,Roumell,5.5
19306676,Gusella,Rurik,5.2
19306677,Dagmar,Carvey,5.9
19306678,Deedee,Tillford,8.7
19306679,Fred,Avi,1.8
19306680,Brynna,Ardeha,2.9
19306681,Lynde,Brittani,5.1
19306682,Aaren,Loleta,7.7
19306683,Sissy,Zenas,5.1
19306684,Gabi,Bow,8.7
19306685,Tybie,Clywd,2.4
19306686,Marnia,Garlinda,8.2
19306687,Cathyleen,Parsaye,7.4
19306688,Jordan,Rese,6.8
19306689,Miquela,Brotherson,3
19306690,Nicoli,Sherfield,8.2
19306691,Karena,Buffum,1.6
19306692,Deloria,Joni,3.5
19306693,Norine,Gwenore,6.5
19306694,Iseabal,Blase,2.2
19306695,Ernesta,Waldron,7.1
19306696,Karlee,Millda,1.9
19306697,Sadie,Nedrud,1.9
19306698,Aeriela,Konyn,9.8
19306699,Agnese,Dudley,2.2
19306700,Maye,Gordon,7.3
19306701,Riannon,Earlie,3.4
19306702,Gaylene,Karylin,7.4
19306703,Pearline,Durante,9.9
19306704,Roseline,Decato,8.3
19306705,Aeriela,Payson,3
19306706,Gianina,Nance,3.7
19306707,Halette,Helve,3.3
19306708,Kirstin,Uund,1.7
19306709,Constance,Kevon,9.4
19306710,Jan,Garrison,2.1
19306711,Justinn,Killigrew,4.9
19306712,Lynnea,Avi,1.2
19306713,Marcelline,Chem,6.5
19306714,Randa,Cornelia,9.4
19306715,Rebeca,Koziara,1.5
19306716,Adriana,Fink,2.5
19306717,Desirae,Gerge,9.9
19306718,Hollie,Bertold,8.6
19306719,Alleen,Sasnett,1.8
19306720,Christian,Suk,3.7
19306721,Tani,Rudolph,5.1
19306722,Jasmina,Nahum,7
19306723,Benita,Hourigan,4.2
19306724,Mary,Cadmar,1.9
19306725,Zaria,Raimondo,8.9
19306726,Beverley,Cohdwell,1.6
19306727,Gwenneth,Thad,9.7
19306728,Monika,Gladstone,9.3
19306729,Kalina,Elvyn,8.9
19306730,Paola,Anton,9.7
19306731,Millie,Armanda,9.2
19306732,Elvira,Arathorn,1.3
19306733,Dorice,Caitlin,1.8
19306734,Evita,Toffic,10
19306735,Selma,Fink,7
19306736,Bernardine,Kesley,1.5
19306737,Suzette,Norvol,6.8
19306738,Rosabelle,Land,1.4
19306739,Concettina,Suanne,9.2
19306740,Netty,Frodi,6.7
19306741,Aili,Adore,7.6
19306742,Elfreda,Obed,7.1
19306743,Myrtice,Hilbert,3.1
19306744,Ida,Ingra,7
19306745,Ardeen,Torray,5.8
19306746,Alyssa,Stefa,6.6
19306747,Rochette,Milson,7.2
19306748,Katleen,Elisha,9.4
19306749,Meriel,Hebner,4.4
19306750,Hannis,Gunn,9.2
19306751,Oralee,Gavrila,9.5
19306752,Michaelina,Abram,7.9
19306753,Orsola,Codding,2.8
19306754,Evita,Aloise,3.2
19306755,Emilia,Zuzana,7.9
19306756,Millie,Sheedy,7.6
19306757,Lelah,Sisile,2.6
19306758,Jackie,Izaak,9.2
19306759,Leontine,Tryck,4.2
19306760,Mahalia,Dearborn,4.1
19306761,Zaria,Hoenack,2.7
19306762,Adele,Weide,9.4
19306763,Wendi,Zeeba,2.9
19306764,Consuela,Lattie,9.5
19306765,Annora,Rodmann,3.5
19306766,Marleah,Silvan,5.1
19306767,Alie,Merat,7.4
19306768,Hermione,Linehan,6.8
19306769,Hayley,Lipson,3.3
19306770,Ivett,Whittaker,5.2
19306771,Amelia,Pacorro,2.8
19306772,Perry,Dulciana,9.2
19306773,Ardenia,Ethban,7.3
19306774,Selma,Olnee,3.2
19306775,Fidelia,Kosey,9.3
19306776,June,Goode,5.1
19306777,Tersina,Cath,1.3
19306778,Carol-Jean,Khorma,7.1
19306779,Marnia,Claudine,3.1
19306780,Kamilah,Natalia,9
19306781,Violet,Schwejda,9.4
19306782,Helena,Dorothy,8.9
19306783,Gwyneth,Paton,7.7
19306784,Yvonne,Hewitt,4.1
19306785,Tomasina,Ochs,8.6
19306786,Molli,Martguerita,7
19306787,Ermengarde,Palocz,2.7
19306788,Dorene,Skell,9.8
19306789,Phylis,Bollay,8.1
19306790,Doro,Penelopa,5.3
19306791,Sara-Ann,Firmin,6.1
19306792,Tilly,Ciapas,6.6
19306793,Nessie,Nisbet,1.7
19306794,Philis,Delp,6.5
19306795,Reeba,Ashok,1.4
19306796,Alyda,Shama,2.8
19306797,Marline,Bivins,7.8
19306798,Frieda,Bakerman,9.3
19306799,Gwyneth,Ries,7.6
19306800,Annecorinne,Deegan,8.9
19306801,Talya,Daniele,5
19306802,Selia,Faust,4.2
19306803,Jennica,Ade,9.5
19306804,Carol-Jean,Salvidor,4.7
19306805,Lindie,Berriman,1.9
19306806,Gale,Margret,7.8
19306807,Chrystel,Garrison,3.3
19306808,Bernardine,Gillan,4.4
19306809,Meg,Sisile,4.2
19306810,Gianina,Kesley,9.9
19306811,Netty,Oscar,1.3
19306812,Noelle,Melleta,6.8
19306813,Xylina,Si,7.3
19306814,Nessie,Hourigan,7.2
19306815,Sabina,Ingra,8.2
19306816,Gloria,Alwin,9.2
19306817,Kristina,Seumas,3.5
19306818,Deloria,Kress,6.3
19306819,Brana,Yuille,5.1
19306820,Karina,Winnick,8.3
19306821,Vanessa,Minetta,7
19306822,Inga,Vivle,8.8
19306823,Beth,Gaynor,3.5
19306824,Claudina,Haldas,7.4
19306825,Rhoda,Center,1.4
19306826,Hettie,Therine,9.3
19306827,Veda,Aaberg,5
19306828,Estell,Lynn,9.6
19306829,Roz,Kendrick,9.7
19306830,Gloria,Suk,3.5
19306831,Ivett,Vacuva,8.3
19306832,Natka,Thar,9.3
19306833,Gwyneth,Penelopa,5.8
19306834,Orsola,Bouchard,5.8
19306835,Lyssa,Yuille,3.6
19306836,Laure,Erlandson,7
19306837,Emilia,Ogren,9.8
19306838,Barbi,Schlosser,2.8
19306839,Mariele,Brodench,4.8
19306840,Valli,Grosz,5
19306841,Bobbi,Nore,7.7
19306842,Nananne,Mendez,6
19306843,Alyda,Joni,3.5
19306844,Andeee,Euridice,7.2
19306845,Anallese,Crudden,8.7
19306846,Gale,Stevy,4.7
19306847,Ellette,Rosemary,7.7
19306848,Larine,Lubin,8
19306849,Chrystel,Bury,6.5
19306850,Dawn,Schonfeld,6.2
19306851,Tamqrah,Gaal,2
19306852,Kate,Hirsch,8
19306853,Hollie,Paton,6.1
19306854,Aryn,Ralfston,2.9
19306855,Bobbi,Amand,9.3
19306856,Shell,Dyche,8.5
19306857,Nikki,Jaylene,5.1
19306858,Bobbi,Larochelle,2.8
19306859,Riannon,Malina,8.9
19306860,Mignon,Gilmour,6.9
19306861,Mahalia,Orpah,6.8
19306862,Latisha,Atonsah,6.6
19306863,Marline,Lesley,1.2
19306864,Maryellen,Harriman,5.6
19306865,Hayley,Stuart,5.5
19306866,Sheree,Belanger,4.1
19306867,Delilah,Dichy,6
19306868,Moyna,Klemperer,6.8
19306869,Corly,Tiffa,7.2
19306870,Florie,Aprile,2
19306871,Albertina,Wildermuth,9.2
19306872,Hallie,Sidonius,9.2
19306873,Pearline,Phaidra,7.2
19306874,Mignon,Sparhawk,8.5
19306875,Mildrid,Myrilla,8.7
19306876,Flory,Goode,6.1
19306877,Benita,Ranjiv,5.2
19306878,Cherilyn,Jacobah,4.5
19306879,Cecile,Giff,2.9
19306880,Valera,Radu,8.8
19306881,Jere,Germann,5
19306882,Nessie,Adlare,7.2
19306883,Clo,Mathilde,9.4
19306884,Jolyn,Rurik,5.8
19306885,Pearline,Suanne,8.9
19306886,Cathie,Fleeta,5.5
19306887,Kathy,Gerge,7.5
19306888,Mariele,Germann,9.1
19306889,Kaja,Earlie,8
19306890,Henriette,Lorain,1.8
19306891,Pamella,Firmin,6.4
19306892,Maridel,Maurine,4.1
19306893,Perry,Klotz,7.5
19306894,Maye,Poll,5.3
19306895,Bobinette,Selway,7.7
19306896,Gui,Scammon,3.9
19306897,Lynnea,Krystle,5
19306898,Vivia,Leopold,2.2
19306899,Marline,Fax,9.8
19306900,Cyndie,Linskey,5.3
19306901,Elie,Lucienne,9.5
19306902,Tressa,Estella,9.4
19306903,Latisha,Eugenia,1.6
19306904,Joy,Kress,6.4
19306905,Michaelina,Fennessy,2.9
19306906,Amelia,Naashom,8.7
19306907,Arabel,Heidt,1.7
19306908,Rosanne,Cath,4.6
19306909,Donnie,Seligman,9.8
19306910,Helena,Crudden,9.3
19306911,Catharine,Yam,8.7
19306912,Lusa,Hathaway,3.4
19306913,Valli,Salvidor,1.6
19306914,Patricia,Obed,2.7
19306915,Deane,Nea,7.1
19306916,Lorne,Modie,9.2
19306917,Sam,Zuzana,9.6
19306918,Candy,Cleavland,7.5
19306919,Rozele,Morgun,2
19306920,Imojean,Solitta,2.1
19306921,Jenilee,Payson,6.6
19306922,Zondra,Mata,2.6
19306923,Paule,Hewitt,9.5
19306924,Hallie,Nisbet,3.5
19306925,Nonnah,Kenney,1.5
19306926,Caressa,Zuzana,9.8
19306927,Feliza,Stav,3.3
19306928,Ninnetta,Klotz,6.1
19306929,Ellette,Wesle,6.9
19306930,Ethel,McLaughlin,4.8
19306931,Corry,Gombach,6.4
19306932,Ingrid,Pacorro,1.7
19306933,Cissiee,Annabella,9
19306934,Phedra,Carmena,1.7
19306935,Jasmina,Reidar,11
19306936,Lory,Oscar,5
19306937,Deloria,Kravits,1.4
19306938,Roxane,Neva,3.3
19306939,Katleen,Georgy,6.5
19306940,Noelle,Hutchison,2.2
19306941,Clarice,Noelyn,4.5
19306942,Myrtice,Gregrory,8.7
19306943,Ermengarde,Hachmin,9.9
19306944,Courtnay,Astra,8.7
19306945,Darlleen,Philoo,6.9
19306946,Meriel,Corabella,9.2
19306947,Elsie,Hurley,5.8
19306948,Frances,Pascia,2.5
19306949,Sissy,Slifka,5.3
19306950,Sarette,Pyle,5
19306951,Gisela,Goldina,4.6
19306952,Kayla,Carlson,8.2
19306953,Ann-Marie,Oriana,9.1
19306954,Gisela,Maxi,7.6
19306955,Sandie,Nahum,7
19306956,Rhoda,Campball,6
19306957,Tamqrah,Bennie,7.6
19306958,Tiffie,Vins,7.7
19306959,Harrietta,Francene,2.5
19306960,Raina,Clara,9.1
19306961,Coral,Sikorski,6.4
19306962,Pearline,Isidore,4.6
19306963,Sharai,Remmer,4.9
19306964,Kirbee,Fiann,7.2
19306965,Debee,Ethban,2.7
19306966,Dominga,Gaspard,7
19306967,Celisse,LaRue,7.2
19306968,Renie,Goldina,1.1
19306969,Tressa,Mallon,5.9
19306970,Raina,Berard,9.5
19306971,Brietta,Hollingsworth,9.3
19306972,Leanna,Obed,9.5
19306973,Linet,Wesle,1.3
19306974,Aaren,Forrer,8.6
19306975,Audrie,Hessler,8.2
19306976,Aaren,Urania,1.6
19306977,Dode,Ciapas,9.1
19306978,Wendi,Frodi,9.7
19306979,Joelly,Janith,6.9
19306980,Lanna,Keelia,4.6
19306981,Vere,Aida,7.7
19306982,Mara,Cecile,1.5
19306983,Carlie,McNully,9.4
19306984,Janenna,Angelis,5.8
19306985,Darlleen,Gaynor,8.5
19306986,Gwyneth,Dichy,8.1
19306987,Genovera,Vorster,1.4
19306988,Brynna,Meli,2.7
19306989,Tina,Wesle,3.5
19306990,Stacey,Naashom,3.2
19306991,Alie,Old,8.5
19306992,Linet,Warthman,7.1
19306993,Elvira,Brandice,9.7
19306994,Barbara,Gower,3.9
19306995,Luci,Jaylene,9.9
19306996,Lusa,Meli,6.3
19306997,Amara,Ariella,3.4
19306998,Cecile,Weide,9.9
19306999,Frank,Markman,6.2
19307000,Imojean,Brodench,1.1
19307001,Codie,Stoller,5.1
19307002,Beverley,Gino,3.8
19307003,Libbie,Poppy,1.3
19307004,Olwen,Wyn,8.4
19307005,Ardeen,Jerold,4.4
19307006,Danika,Konyn,4
19307007,Tierney,Anton,6.6
19307008,Arlina,Cleavland,5.4
19307009,Sarette,Prouty,5.3
19307010,Shell,LaRue,5.5
19307011,Teriann,Seumas,5.5
19307012,Britte,Luhe,2.3
19307013,Korrie,Xerxes,9.3
19307014,Sean,Helve,6
19307015,Alleen,Milde,8.7
19307016,Jenilee,Aloise,9.4
19307017,Misha,Raseda,3.5
19307018,Larine,Salvidor,8.3
19307019,Jany,Ivens,1.7
19307020,Devina,Kinnard,2.2
19307021,Tami,Bury,7.9
19307022,Ottilie,Iiette,8.7
19307023,Lorie,Arley,4.2
19307024,Alleen,Hutchison,2.8
19307025,Hettie,Ambrosia,4.3
19307026,Carmela,Randene,2.4
19307027,Lynea,Goth,9.9
19307028,Cristine,Keelia,2.6
19307029,Briney,Pernick,2.5
19307030,Benita,Ellerey,3.3
19307031,Cherilyn,Maroney,7.6
19307032,Nelle,Gusella,5.5
19307033,Maridel,Matthew,6.5
19307034,Melisent,Sacken,1.2
19307035,Cherrita,Daveta,6.8
19307036,Minda,Kinnard,9.6
19307037,Yvonne,Wenda,7.5
19307038,Jany,Celestine,7.5
19307039,Trudie,Eiser,5.8
19307040,Betta,Helfand,3
19307041,Andeee,Rustice,1.2
19307042,Cathie,Rebecka,9.7
19307043,Eve,Jethro,7.1
19307044,Nicoli,Woodberry,5.4
19307045,Lyssa,Obed,4.2
19307046,Karena,Skurnik,4.3
19307047,Malina,Elephus,4.5
19307048,Gavrielle,Reidar,2.3
19307049,Dawn,Timon,1.5
19307050,Glynnis,Barbey,9.3
19307051,Madeleine,Sekofski,5.4
19307052,Roberta,Carey,7.2
19307053,Dari,Drus,1.3
19307054,Laure,Felizio,8.7
19307055,Sherrie,Gaspard,5.6
19307056,Janeczka,Urania,9.1
19307057,Roberta,Mehalek,8
19307058,Lyssa,Mathilde,9.6
19307059,Paulita,Mayeda,2.1
19307060,Adore,Katrine,3.9
19307061,Yolane,Aurelio,8.8
19307062,Jany,Brenn,6.4
19307063,Meriel,Masao,2.5
19307064,Tonia,Tjon,9.7
19307065,Shaine,Beebe,5.9
19307066,Sam,Kravits,9.6
19307067,Jordan,Firmin,3.2
19307068,Karina,Bakerman,4.1
19307069,Vanessa,Aldric,9.6
19307070,Binny,Drus,1.1
19307071,Aeriela,Raseda,6.6
19307072,Dode,Catie,10
19307073,Lita,Creamer,9.2
19307074,Moyna,Felizio,3.1
19307075,Ezmeralda,Ursulette,9.8
19307076,Daphne,Moseley,3.3
19307077,Edyth,Serilda,8.5
19307078,Zaria,Douglass,9.4
19307079,Nadine,Goerke,8.8
